lon,lat,Number,Name,Issued,Expiration,Capacity,Company,Waterway,State
-88.5253353,37.060704,6641,SMITHLAND LOCK AND DAM,6/30/1988,5/31/1938,72000,"AMERICAN MUNICIPAL POWER, INC",OHIO RIVER KY,KY
-106.8502323,39.1989282,10441,MAROON CREEK,7/20/1988,6/30/2028,450,CITY OF ASPEN (CO),MAROON CREEK CO,CO
-123.6380005,47.0552406,6221,BLACK CREEK,7/29/1988,6/30/1938,3700,BLACK CREEK HYDRO INC. (WA),BLACK CREEK WA,WA
-161.441079,60.811062,2307,SALMON CREEK,8/31/1988,8/31/2018,10300,ALASKA ELECTRIC LIGHT&POWER CO (AK),LOWER SALMON CREEK AK,AK
-92.6192489,44.8763054,10489,RIVER FALLS,9/27/1988,8/31/2018,375,RIVER FALLS CITY OF (WI),KINNICKINNIC RIVER WI,WI
-72.5960337,42.2020289,2388,HOLYOKE NO 3,9/28/1988,2/20/2019,450,HOLYOKE CITY OF (MA),HOLYOKE CANAL MA,MA
-72.5960337,42.2020289,2387,HOLYOKE N0 2,9/28/1988,8/31/2018,800,HOLYOKE CITY OF (MA),HOLYOKE CANAL MA,MA
-118.6627931,36.4641514,6780,DEADWOOD CREEK,9/28/1988,8/31/1938,1963,"HYDRO SIERRA ENERGY, LLC",DEADWOOD CREEK CA,CA
-68.8178022,44.4455184,2520,MATTACEUNK,9/30/1988,8/31/2018,19200,GREAT LAKES HYDRO AMERICA. LLC.,PENOBSCOT RIVER ME,ME
NA,NA,2973,ISLAND PARK,10/19/1988,9/30/1938,4800,FALL RIVER RURAL ELEC COOP INC (ID),HENRY'S FORK OF SNAKE RIVER ID,ID
-145.6394698,60.6205083,8889,HUMPBACK CREEK,10/21/1988,9/30/1938,1250,CORDOVA ELECTRIC COOP INC (AK),HUMPBACK CREEK AK,AK
-73.1940831,44.4924785,2756,CHACE MILL,11/3/1988,10/31/2028,7455,"CITY OF BURLINGTON, VERMONT",WINOOSKI RIVER VT,VT
-114.4608711,42.5629668,2899,MILNER,12/15/1988,11/30/1938,59448,IDAHO POWER CO (ID),TWIN FALLS MAIN CANAL/SNAKE RIVER ID,ID
-117.8056929,34.2340518,1250,AZUSA,1/5/1989,12/31/2018,3000,PASADENA CITY OF (CA),SAN GABRIEL RIVER CA,CA
-123.8018909,46.2453111,943,ROCK ISLAND,1/18/1989,12/31/2028,421255,PUD NO 1 OF CHELAN COUNTY (WA),COLUMBIA RIVER WA,WA
-88.70444,44.825,2484,GRESHAM,1/24/1989,12/31/2015,275,GRESHAM VILLAGE OF (WI),RED RIVER WI,WI
-88.499783,42.2322218,1510,KAUKAUNA,1/30/1989,3/31/2019,4800,KAUKAUNA CITY OF (WI),FOX RIVER WI,WI
-122.3585837,42.6767646,2337,PROSPECT NO 3,1/30/1989,12/31/2018,7200,PACIFICORP (OR),SOUTH FORK ROGUE RIVER OR,OR
-113.8286032,39.6893863,848,TROUT CREEK,1/30/1989,12/31/2018,125,WELLS RURAL ELECTRIC CO (NV),TROUT CREEK NV,NV
-120.5626546,39.087498,10505,GRAEAGLE GOLF COURSE,2/23/1989,1/31/1939,90,GRAEAGLE LAND & WATER CO (CA),FRAZIER CREEK CA,CA
-112.0003956,41.1724443,190,UINTAH,2/24/1989,1/31/2019,1200,MOON LAKE ELECTRIC ASSN INC (UT),UINTAH RIVER UT,UT
-72.5960337,42.2020289,2386,HOLYOKE NO 1,2/28/1989,1/31/2019,1056,HOLYOKE CITY OF (MA),HOLYOKE CANAL MA,MA
NA,NA,4656,ARROWROCK DAM,3/27/1989,2/28/1939,15000,BIG BEND IRRIGATION DISTRICT (OR),S FK BOISE R ID,ID
-74.1195915,40.7187948,9194,LITTLE FALLS,3/31/1989,2/28/2029,2400,PASSAIC VALLEY WATER COMM (NJ),PASSAIC RIVER NJ,NJ
-112.1627567,45.5087058,9482,WISCONSIN NOBLE,4/21/1989,3/31/1939,500,WISCONSIN CREEK LTD PARTNERS (MT),WISCONSIN CREEK MT,MT
-111.4785558,44.0059406,9885,FALLS RIVER,5/25/1989,4/30/2029,9100,MARYSVILLE HYDRO PARTNERS (ID),FALLS RIVER ID,ID
-114.7091287,42.9384718,9967,SHOSHONE,5/25/1989,4/30/1939,945,SHOROCK HYDRO INC (ID),LITTLE WOOD RIVER ID,ID
-80.254435,36.9604254,1235,RADFORD,5/31/1989,5/30/2019,1185,RADFORD CITY OF (VA),LITTLE RIVER VA,VA
-72.5960337,42.2020289,2775,LINWEAVE WAREHOUSE (D WHEEL),6/29/1989,2/28/2021,450,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,MA
-72.5960337,42.2020289,2758,CROCKER MILL A/B,6/29/1989,2/28/2021,350,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,MA
-72.5960337,42.2020289,2768,ALBION MILL (A WHEEL),6/29/1989,2/28/2021,312,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,MA
-72.5960337,42.2020289,2497,MT TOM MILL,6/29/1989,2/28/2021,500,HOLYOKE GAS & ELECTRIC CO.,HOLYOKE CANAL MA,MA
-72.5960337,42.2020289,2771,NONOTUCK MILL,6/29/1989,2/28/2021,500,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,MA
-72.5960337,42.2020289,2772,LINWEAVE WAREHOUSE (A WHEEL),6/29/1989,2/28/2021,450,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,MA
-72.5960337,42.2020289,2770,CROCKER MILL (C WHEEL),6/29/1989,2/28/2021,300,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,MA
-72.5960337,42.2020289,2766,ALBION MILL (D WHEEL),6/29/1989,2/28/2021,500,CITY OF HOLYOKE GAS & ELECTRIC DEPT,HOLYOKE CANAL MA,MA
-70.868548,43.8023808,2528,CATARACT,6/29/1989,11/30/2029,6650,"BROOKFIELD WHITE PINE HYDRO, LLC.",SACO RIVER ME,ME
-121.771899,45.0610003,5264,STONE CREEK,9/15/1989,8/31/1939,12000,CITY OF EUGENE,STONE CREEK OR,OR
-88.5253353,37.060704,6939,BELLEVILLE,9/27/1989,8/31/1939,42000,"AMERICAN MUNICIPAL POWER, INC",OHIO RIVER WV,WV
-88.5253353,37.060704,6902,WILLOW ISLAND L & D,9/27/1989,8/31/1939,35000,"AMERICAN MUNICIPAL POWER, INC",OHIO RIVER WV,WV
-90.1542947,44.570007,1957,OTTER RAPIDS,10/24/1989,6/30/1930,700,WISCONSIN PUBLIC SERVICE CORP (WI),WISCONSIN RIVER WI,WI
-111.9493121,42.7954889,10468,MARSH VALLEY,12/1/1989,11/30/1939,1650,MARSH VALLEY DEVELOPMENT INC. (ID),PORTNEUF RIVER ID,ID
-87.9083314,47.4271259,2610,SAXON FALLS,12/22/1989,12/31/2024,1250,NORTHERN STATES POWER CO (WI),MONTREAL RIVER MI,MI
NA,NA,10773,BURNETT RIVER HATCHERY,1/31/1990,12/31/1939,80,SOUTHERN SOUTHEAST REGIONAL AGRICU,BURNETT RIVER AK,AK
-119.4179324,36.778261,10821,CAMP FAR WEST T. L.,4/19/1990,6/30/2021,0,PACIFIC GAS AND ELECTRIC CO (C, CA,CA
-123.7500455,47.9311633,10888,KOMA KULSHAN T. L.,4/25/1990,3/31/1937,0,"PUGET SOUND ENERGY, INC.(WA)",ROCKY CREEK WA,WA
-120.3700178,39.5818505,8722,LANDIS-HARDE,4/27/1990,3/31/1940,100,HARDE DAVID O,PERRY CREEK CA,CA
-153.0355556,57.9405556,1432,DRY SPRUCE BAY,6/11/1990,5/31/2020,75,"PB ENERGY, INC.",DRY SPRUCE BAY AK,AK
-111.0774499,45.827842,10800,ROSS CREEK,6/19/1990,5/31/1940,450,ROSS CREEK HYDRO L.C. (ID),ROSS CREEK MT,MT
-111.8629131,41.1376464,1744,WEBER,6/28/1990,5/31/2020,3850,PACIFICORP (OR),WEBER RIVER UT,UT
-71.9223504,43.2416098,10806,STATION NO.5,6/29/1990,5/31/1930,790,CITY OF HOLYOKE GAS & ELECTRIC DEPT,CONNECTICUT RIVER MA,MA
-72.8139299,41.8479468,2622,TURNERS FALLS,6/29/1990,2/28/2021,937,"TURNERS FALLS HYDRO, LLC",CONNECTICUT CANAL MA,MA
-106.1305652,41.6544118,10102,SPRINGER HYDRO NO. 1,6/29/1990,8/31/2023,45,SPRINGER FRANKLIN,MCFADDEN & MORRISON CREEKS CO,CO
-111.0600812,40.6448337,10502,LOWER BOULDER CREEK,6/29/1990,5/31/1940,700,"GARKANE ENERGY COOPERATIVE, INC.",BOULDER CREEK UT,UT
-70.9232505,43.7986849,9340,KEZAR FALLS LOWER,10/24/1990,9/30/1930,1000,"KEZAR FALLS HYDRO, LLC.",OSSIPEE RIVER ME,ME
-119.9320851,38.7697471,10852,ACE RANCH,11/30/1990,1/31/2021,95,"BERTEA, RICHARD",WEST FORK CARSON RIVER CA,CA
-117.050991,46.399883,18,TWIN FALLS,1/18/1991,12/31/1940,42217,IDAHO POWER CO (ID),SNAKE RIVER ID,ID
-112.5967065,38.2795699,10021,BEAVER,1/22/1991,12/31/1940,650,BEAVER CITY CORP (UT),BEAVER RIVER UT,UT
-121.3530221,39.9026627,10882,THREE FORKS,1/28/1991,12/31/1940,1300,BURGESS NORMAN & MARY,ROCK CREEK CA,CA
-69.8695642,43.9703225,11006,UPPER ANDROSCOGGIN,2/26/1991,8/31/2026,1695,LEWISTON CITY OF (ME),ANDROSCOGGIN RIVER ME,ME
-86.467916,42.1114673,10624,FRENCH PAPER,2/28/1991,2/28/2021,1300,FRENCH PAPER CO (MI),ST. JOSEPH RIVER MI,MI
-72.2746686,43.3700362,10898,SWEETWATER,3/28/1991,2/28/1931,900,SWEETWATER HYDROELECTRIC INC (NH),SUGAR RIVER NH,NH
-82.9879416,34.6472524,6731,CONEROSS,3/28/1991,2/28/2021,889,AQUENERGY SYSTEMS INC (SC),CONEROSS CREEK SC,SC
-72.2746686,43.3700362,10934,SUGAR RIVER II,5/9/1991,4/30/2021,200,RUGER JR WILLIAM B,SUGAR RIVER NH,NH
-119.4179324,36.778261,11068,FISHWATER RELEASE,5/16/1991,8/31/1932,2310,ORANGE COVE IRRIGATION DIST (CA),BOR FRIANT DAM ON SAN JOAQUIN RIVER CA,CA
-79.2451149,36.6810893,10896,PINNACLES,5/28/1991,4/30/1931,10670,CITY OF DANVILLE (VA,DAN RIVER VA,VA
-88.5253353,37.060704,10228,CANNELTON,6/21/1991,5/31/1941,84000,"AMERICAN MUNICIPAL POWER, INC",OHIO RIVER KY,KY
-120.8967533,46.7079701,3701,TIETON DAM,6/27/1991,5/31/1941,13600,SOUTHERN CALIFORNIA PUBLIC PWR AUTH,TIETON RIVER WA,WA
-65.788494,18.2182873,663,RIO BLANCO,8/20/1991,8/19/2021,5000,PUERTO RICO ELECTRIC PWR AUTH (PR),RIO BLANCO PR,PR
-88.499783,42.2322218,10674,KIMBERLY,9/27/1991,9/30/2021,2013,KAUKAUNA UTILITIES,FOX RIVER WI,WI
-123.8018909,46.2453111,10204,MCNARY DAM FISH ATTRACTION,9/30/1991,8/31/1941,9690,NORTHERN WASCO COUNTY P U D (OR),COLUMBIA RIVER WA,WA
-90.1542947,44.570007,1953,DuBAY,10/24/1991,10/23/2021,7200,CONSOLIDATED WATER POWER CO (WI),WISCONSIN RIVER WI,WI
-76.4898849,43.4419838,10551,HIGH DAM,11/22/1991,10/31/1931,10192,"OSWEGO, CITY OF (NY)",OSWEGO RIVER NY,NY
-75.7943671,44.0125639,10887,CARTHAGE PAPER MAKERS MILL,11/22/1991,10/31/2021,800,CLIMAX MANUFACTURING CO (NY),BLACK RIVER NY,NY
NA,NA,2368,SQUA PAN,12/4/1991,12/3/2021,1500,ALGONQUIN NORTHERN MAINE GEN.CO.,SQUA PAN STREAM ME,ME
-96.5672806,46.2671226,10853,OTTER TAIL RIVER,12/5/1991,11/30/2021,3450,OTTER TAIL POWER CO (MN),OTTER TAIL RIVER MN,MN
-76.087894,43.5427297,10522,WHITTELSEY DAM,12/24/1991,11/30/1931,420,MALONE'S NEXT GEN LLC.,SALMON RIVER NY,NY
-118.7272013,36.6050266,298,KAWEAH,1/31/1992,12/31/2021,6850,SOUTHERN CALIFORNIA EDISON CO (CA),"KAWEAH R.(EAST,MARBLE & MIDDLE FKS. CA",CA
-78.8252911,37.3570894,9840,APPOMATTOX RIVER,2/10/1992,1/31/1932,2850,APPOMATTOX RIVER ASSOCIATES L. P.,APPOMATTOX R VA,VA
-74.5262491,43.906166,9222,YALEVILLE,2/10/1992,1/31/2022,700,"ERIE BOULEVARD HYDROPOWER, L.P.",RAQUETTE RIVER NY,NY
-119.4179324,36.778261,11197,COLLIERVILLE & SPICER MEADOW T. L.,2/12/1992,1/31/1932,0,NORTHERN CALIFORNIA POWER AGNY (CA), CA,CA
-71.8105432,41.6932721,11143,GLEN FALLS,3/2/1992,2/29/1932,250,"GLENN FALLS HYDRO, LLC.",MOOSUP RIVER CT,CT
NA,NA,10721,BIG CREEK,3/27/1992,2/28/2022,22,BIG CREEK LODGE & OUTFITTERS INC ID,MCCORKLE CREEK ID,ID
-93.642048,36.5323737,2221,OZARK BEACH,3/31/1992,2/28/2022,16000,EMPIRE DISTRICT ELECTRIC CO (MO),WHITE RIVER MO,MO
-74.7687332,41.5357522,10482,SWINGING BRIDGE,4/14/1992,3/31/2022,11750,"EAGLE CREEK HYDRO POWER, LLC",MONGAUP RIVER NY,NY
-74.7687332,41.5357522,9690,RIO,4/14/1992,3/31/2022,10000,"EAGLE CREEK HYDRO POWER, LLC",MONGAUP RIVER NY,NY
-74.7687332,41.5357522,10481,MONGAUP FALLS,4/14/1992,3/31/2022,4000,"EAGLE CREEK HYDRO POWER, LLC",MONGAUP RIVER NY,NY
NA,NA,1494,PENSACOLA,4/24/1992,3/31/2022,105176,GRAND RIVER DAM AUTHORITY (OK),GRAND(NEOSHO) RIVER OK,OK
-121.8362842,47.8099195,10359,YOUNGS CREEK,5/5/1992,4/30/1942,7500,PUD NO 1 OF SNOHOMISH COUNTY (WA),YOUNGS CREEK WA,WA
-70.6995388,44.4097646,2423,RIVERSIDE,5/12/1992,12/31/1933,7900,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN RIVER NH,NH
-82.7471119,37.9009605,539,MOTHER ANN LEE,5/26/1992,4/30/2022,2209,"LOCK 7 HYDRO PARTNERS, LLC.",KENTUCKY RIVER KY,KY
-71.8274213,41.9118315,11168,DAYVILLE POND,6/29/1992,5/31/1932,100,SUMMIT HYDROPOWER (CT),FIVE MILE RIVER CT,CT
-79.9660702,36.4654904,11169,AVALON DAM,7/28/1992,6/30/1932,1275,"AVALON HYDRO, LLC",MAYO RIVER NC,NC
-114.4102788,42.9712146,10552,MILE 28,8/12/1992,7/31/1942,1500,CONTRACTORS POWER GROUP INC (ID),MILNER-GOODING CANAL ID,ID
-80.7027131,38.2828575,10813,SUMMERSVILLE,9/25/1992,9/1/1942,80000,SUMMERSVILLE CITY OF (WV),GAULEY RIVER WV,WV
-74.0059413,40.7127837,2641,FEEDER DAM T. L.,9/29/1992,12/31/2023,0,"ERIE BOULEVARD HYDROPOWER, L.P.", NY,NY
-119.993386,38.2010011,1061,PHOENIX,9/30/1992,8/31/2022,1800,PACIFIC GAS AND ELECTRIC CO (C,SOUTH FORK STANISLAUS RIVER CA,CA
-110.3651592,40.4424503,1773,YELLOWSTONE,10/15/1992,9/30/2022,900,MOON LAKE ELECTRIC ASSN INC (UT),YELLOWSTONE RIVER UT,UT
-72.0801168,41.8875995,11217,STILL RIVER,11/18/1992,10/31/1932,37,"MACKOWIAK, RICHARD G.",STILL RIVER CT,CT
-73.9242251,41.1896081,5461,SOUTH GLENS FALLS,12/2/1992,11/30/1942,15700,NIAGARA MOHAWK POWER CORP (NY),HUDSON RIVER NY,NY
-73.9242251,41.1896081,5276,HUDSON FALLS,12/2/1992,11/30/1942,44000,NIAGARA MOHAWK POWER CORP (NY),HUDSON RIVER NY,NY
-121.5209542,39.168369,1403,NARROWS,2/11/1993,1/31/2023,12000,PACIFIC GAS AND ELECTRIC CO (C,YUBA RIVER CA,CA
-90.3668194,38.342773,2362,GRAND RAPIDS,2/26/1993,1/31/2023,2100,"ALLETE, INC",MISSISSIPPI RIVER MN,MN
-90.3668194,38.342773,2533,BRAINERD,3/2/1993,2/28/2023,3342,"CITY OF BRAINERD, PUB UTILITIES COM",MISSISSIPPI RIVER MN,MN
-79.9660702,36.4654904,11219,MAYO,3/2/1993,2/28/1933,952,"MAYO HYDROPOWER, LLC",MAYO RIVER NC,NC
-83.4358494,32.2605881,2336,LLOYD SHOALS,3/22/1993,12/31/2023,18000,GEORGIA POWER CO (GA),OCMULGEE RIVER GA,GA
-112.5967065,38.2795699,1858,BEAVER CITY,3/26/1993,7/31/2023,625,BEAVER CITY CORP (UT),BEAVER RIVER UT,UT
-72.05052,41.5983509,2441,GREENVILLE/TENTH STREET,3/31/1993,12/31/1943,2200,NORWICH CITY OF (CT),SHETUCKET RIVER CT,CT
-72.9985748,43.594392,2445,CENTER RUTLAND,3/31/1993,12/31/2023,275,GREEN MOUNTAIN POWER CORP (VT),OTTER CREEK VT,VT
-78.2052556,38.9142471,2509,SHENANDOAH,4/9/1993,12/31/2023,862,"PE HYDRO GENERATION, LLC.",SOUTH FORK SHENANDOH RIVER VA,VA
-78.6795836,38.2927558,2391,WARREN,4/12/1993,12/31/2023,750,"PE HYDRO GENERATION, LLC.",SHENANDOAH RIVER VA,VA
-84.8468377,30.6783681,2350,RIVERVIEW,5/24/1993,12/31/2023,480,GEORGIA POWER CO (GA),CHATTAHOOCHEE RIVER GA,GA
-84.2041675,33.9951953,2341,LANGDALE,5/24/1993,12/31/2023,1040,GEORGIA POWER CO (GA),CHATTAHOCHEE RIVER GA,GA
-73.9242251,41.1896081,6032,MECHANICVILLE,6/9/1993,5/31/1943,4500,ALBANY ENGINEERING CORP,HUDSON RIVER NY,NY
-78.2052556,38.9142471,2425,LURAY AND NEWPORT,6/9/1993,12/31/2023,3000,"PE HYDRO GENERATION, LLC.",SOUTH FORK OF THE SHENANDOAH RIVER VA,VA
-89.8145749,42.141888,2373,ROCKTON,9/30/1993,12/31/2023,1100,"MIDWEST HYDRO, LLC",ROCK RIVER IL,IL
-93.0653087,46.795237,2361,PRAIRIE RIVER,9/30/1993,12/31/2023,1084,"ALLETE, INC",PRAIRIE RIVER MN,MN
-86.467916,42.1114673,10661,CONSTANTINE,10/20/1993,9/30/2023,1200,INDIANA MICHIGAN POWER CO (IN),ST. JOSEPH RIVER MI,MI
-90.3668194,38.342773,2532,LITTLE FALLS,10/27/1993,12/31/2023,4720,"ALLETE, INC",MISSISSIPPI RIVER MN,MN
-94.6480341,47.5913421,2454,SYLVAN,10/29/1993,12/31/2023,1800,"ALLETE, INC",GULL RIVER MN,MN
-132.8652068,55.5472599,10440,BLACK BEAR LAKE,11/9/1993,10/31/1943,4500,B B L HYDRO INC. (AK),BLACK BEAR LAKE AK,AK
-76.7796291,40.6377307,11426,BLACKSTONE MILL,11/18/1993,10/31/2023,65,"KECK, T. A. AND H. S.",EAST MAHANTANGO CREEK PA,PA
-70.259272,43.6902599,2519,NORTH GORHAM,11/22/1993,12/31/1934,2190,"BROOKFIELD WHITE PINE HYDRO, LLC.",PRESUMPSCOT R ME,ME
-117.8778138,48.4498403,2544,MEYERS FALLS,12/10/1993,12/31/2023,1200,"HYDRO TECHNOLOGY SYSTEM, INC.",COLVILLE RIVER WA,WA
-68.6842011,45.6258843,2367,AROOSTOOK RIVER,12/13/1993,12/31/1943,800,ALGONQUIN NORTHERN MAINE GEN.CO.,MILLINOCKET STREAM ME,ME
-89.8145749,42.141888,2446,DIXON,12/28/1993,12/31/2023,3200,STS HYDROPOWER LTD (IL),ROCK RIVER IL,IL
-118.8116724,36.1332893,1333,TULE RIVER,12/30/1993,7/31/1933,6750,PACIFIC GAS AND ELECTRIC CO (C,TULE RIVER NORTH & MIDDLE FORKS CA,CA
-84.4737018,42.7343725,10684,Moores Park,1/5/1994,12/31/2023,600,"LANSING, CITY OF (MI)",GRAND RIVER MI,MI
-91.1790093,45.1785875,2440,CHIPPEWA FALLS,1/14/1994,12/31/1933,21600,NORTHERN STATES POWER CO (WI),CHIPPEWA RIVER WI,WI
-85.3536658,33.612762,2407,YATES AND THURLOW,2/3/1994,1/31/1934,125600,ALABAMA POWER CO (AL),TALLAPOOSA RIVER AL,AL
-76.6181655,37.0686965,2376,REUSENS,3/18/1994,2/29/2024,12500,APPALACHIAN POWER CO (VA),JAMES RIVER VA,VA
-79.9230576,37.2530396,2466,NIAGARA,3/25/1994,2/29/2024,2400,APPALACHIAN POWER CO (VA),ROANOKE RIVER VA,VA
-80.590641,37.1377082,2514,BYLLESBY & BUCK,3/28/1994,2/29/2024,30100,APPALACHIAN POWER CO (VA),NEW RIVER VA,VA
-72.5428968,42.8136064,2392,GILMAN,4/13/1994,3/31/2024,4850,"AMPERSAND GILMAN HYDRO, LP",CONNECTICUT RIVER VT,VT
-111.026297,41.3841121,2420,CUTLER,4/29/1994,3/31/2024,30000,PACIFICORP (OR),BEAR RIVER UT,UT
-88.1436563,44.8721135,2689,OCONTO FALLS,5/11/1994,4/30/2024,1810,"N.E.W. HYDRO, LLC.",OCONTO RIVER WI,WI
-83.3033012,44.8172349,10615,TOWER AND KLEBER,5/12/1994,4/30/2024,1760,TOWER KLEBER LIMITED PARTNERSHIP,BLACK RIVER MI,MI
-92.0341043,46.0340108,2711,TREGO,6/2/1994,11/30/2025,1200,NORTHERN STATES POWER CO (MN),NAMEKAGON RIVER WI,WI
-88.6410193,43.4010256,2348,BELOIT,6/23/1994,5/31/2024,480,"MIDWEST HYDRO, LLC",ROCK RIVER WI,WI
-92.8060184,37.9608684,2561,NIANQUA,6/30/1994,6/1/2024,3000,SHO-ME POWER ELECTRIC COOP (MO),NIANGUA RIVER MO,MO
-85.9540653,43.3422691,2451,ROGERS,7/15/1994,6/30/1934,5418,CONSUMERS ENERGY CO (MI),MUSKEGON RIVER MI,MI
-84.5928857,44.499952,2447,ALCONA,7/15/1994,6/30/1934,8000,CONSUMERS ENERGY CO (MI),AUSABLE RIVER MI,MI
-84.5928857,44.499952,2436,FOOTE,7/15/1994,6/30/1934,9000,CONSUMERS ENERGY CO (MI),AUSABLE RIVER MI,MI
-86.324253,44.2444473,2599,HODENPYL,7/15/1994,6/30/1934,17025,CONSUMERS ENERGY CO (MI),MANISTEE R MI,MI
-84.5928857,44.499952,2453,FIVE CHANNELS,7/15/1994,6/30/1934,6000,CONSUMERS ENERGY CO (MI),AUSABLE RIVER MI,MI
-86.2483921,43.2341813,2452,HARDY,7/15/1994,6/30/1934,29600,CONSUMERS ENERGY CO (MI),MUSKEGON MI,MI
-85.9540653,43.3422691,2468,CROTON,7/15/1994,6/30/1934,7473,CONSUMERS ENERGY CO (MI),MUSKEGON RIVER MI,MI
-83.357567,44.3761046,2450,COOKE,7/15/1994,6/30/1934,9000,CONSUMERS ENERGY CO (MI),AU SABLE R MI,MI
-84.8548308,44.9188349,2580,TIPPY,7/15/1994,6/30/1934,20100,CONSUMERS ENERGY CO (MI),MANISTEE RIVER MI,MI
-84.5928857,44.499952,2449,LOUD,7/15/1994,6/30/1934,4000,CONSUMERS ENERGY CO (MI),AUSABLE RIVER MI,MI
-84.5928857,44.499952,2448,MIO,7/15/1994,6/30/1934,3885,CONSUMERS ENERGY CO (MI),AUSABLE RIVER MI,MI
-124.7886446,49.2720941,1394,BISHOP CREEK,7/19/1994,6/30/2024,28565,SOUTHERN CALIFORNIA EDISON CO (CA),BISHOP CR CA,CA
-70.6995388,44.4097646,2422,SAWMILL,8/1/1994,7/31/2024,3174,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN RIVER NH,NH
-70.6995388,44.4097646,2287,J. BRODIE SMITH,8/1/1994,7/31/2024,15000,PUBLIC SERVICE CO OF NH (NH),ANDROSCOGGIN R NH,NH
-70.6995388,44.4097646,2311,GORHAM,8/1/1994,7/31/2024,4800,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN RIVER NH,NH
-70.6995388,44.4097646,2300,SHELBURNE,8/1/1994,7/31/2024,3720,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN RIVER NH,NH
-70.6995388,44.4097646,2326,CROSS POWER,8/1/1994,7/31/2024,3220,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN R NH,NH
-70.6995388,44.4097646,2327,CASCADE,8/1/1994,7/31/2024,7920,GREAT LAKES HYDRO AMERICA. LLC.,ANDROSCOGGIN R NH,NH
-70.6995388,44.4097646,2288,GORHAM,8/1/1994,7/31/2024,2150,PUBLIC SERVICE CO OF NH (NH),ANDROSCOGGIN RIVER NH,NH
-79.2451149,36.6810893,2411,SCHOOLFIELD,8/26/1994,7/31/2024,4550,CITY OF DANVILLE (VA,DAN RIVER VA,VA
-72.7664614,43.6424759,2490,TAFTSVILLE,9/20/1994,8/31/2024,500,GREEN MOUNTAIN POWER CORP (VT),OTTAUQUECHEE RIVER VT,VT
-88.6410193,43.4010256,2347,CENTRAL,9/28/1994,8/31/2024,500,"MIDWEST HYDRO, LLC",ROCK RIVER WI,WI
-69.8695642,43.9703225,2333,RUMFORD FALLS,10/18/1994,9/30/2024,44500,"RUMFORD FALLS HYDRO, LLC.",ANDROSCOGGIN RIVER ME,ME
-72.7071299,42.1249649,2608,WEST SPRINGFIELD,10/24/1994,9/30/1934,1400,A & D HYDRO INC (MA),WESTFIELD RIVER MA,MA
-82.9040916,35.5016955,432,WALTERS,11/4/1994,10/31/1934,108600,"DUKE ENERGY PROGRESS, INC.",PIGEON RIVER NC,NC
-72.3695724,44.6404744,2489,CAVENDISH,11/4/1994,10/31/2024,1440,GREEN MOUNTAIN POWER CORP (VT),BLACK RIVER VT,VT
-123.1320877,46.1044575,1922,BEAVER FALLS,11/7/1994,10/31/2024,7100,KETCHIKAN CITY OF (AK),BEAVER FALLS CR AK,AK
-71.998739,44.4946501,2397,GAGE,12/8/1994,11/30/1934,700,GREEN MOUNTAIN POWER CORP (VT),PASSUMPSIC RIVER VT,VT
-71.998739,44.4946501,2396,PIERCE MILLS,12/8/1994,11/30/1934,250,GREEN MOUNTAIN POWER CORP (VT),PASSUMPSIC RIVER VT,VT
-71.998739,44.4946501,2400,PASSUMPSIC,12/8/1994,11/30/1934,700,GREEN MOUNTAIN POWER CORP (VT),PASSUMPSIC RIVER VT,VT
-72.0275946,44.3767257,2399,ARNOLD FALLS,12/8/1994,11/30/1934,350,GREEN MOUNTAIN POWER CORP (VT),PASSUMPSIC R VT,VT
-79.9944514,39.9527136,2459,LAKE LYNN,12/27/1994,11/30/2024,51200,"LAKE LYNN GENERATION, LLC.",MONONGAHELA RIVER WV,WV
-90.1059902,46.2710836,2587,SUPERIOR FALLS,1/19/1995,12/31/2024,1650,NORTHERN STATES POWER CO (WI),MONTREAL RIVER WI,WI
-73.1856832,44.491438,2513,ESSEX NO 19,3/30/1995,2/28/2025,8050,GREEN MOUNTAIN POWER CORP (VT),WINOOSKI R VT,VT
-121.7114362,48.4241961,553,SKAGIT RIVER,5/16/1995,4/30/2025,689400,SEATTLE CITY OF (WA),SKAGIT R WA,WA
-75.7943671,44.0125639,2442,WATERTOWN,6/16/1995,5/31/1935,7020,WATERTOWN CITY OF (NY),BLACK RIVER NY,NY
-81.1255648,35.761935,2607,SPENCER MOUNTAIN,7/13/1995,6/30/2025,640,"ADVANTAGE INVESTMENT GROUP, LLC",SOUTH FORK CATAWBA R NC,NC
